Implementation smell,Namespace,Class,File,Method,Description
Long Method,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The method has 197 lines of code.
Complex Method,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,Cyclomatic complexity of the method is 15
Long Statement,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The length of the statement  "            ImmediateContext.ClearDepthStencilView(DepthStencilView' DepthStencilClearFlags.Depth|DepthStencilClearFlags.Stencil' 1.0f' 0 ); " is 128.
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var sphere = GeometryGenerator.CreateSphere(0.5f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var sphere = GeometryGenerator.CreateSphere(0.5f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var sphere = GeometryGenerator.CreateSphere(0.5f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var cylinder = GeometryGenerator.CreateCylinder(0.5f' 0.3f' 3.0f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var cylinder = GeometryGenerator.CreateCylinder(0.5f' 0.3f' 3.0f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var cylinder = GeometryGenerator.CreateCylinder(0.5f' 0.3f' 3.0f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var cylinder = GeometryGenerator.CreateCylinder(0.5f' 0.3f' 3.0f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var cylinder = GeometryGenerator.CreateCylinder(0.5f' 0.3f' 3.0f' 20' 20);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildSkullGeometryBuffers,The following statement contains a magic number: vertices.Add(                                           new Basic32(                                               new Vector3(                                                   Convert.ToSingle(vals[0].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[1].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[2].Trim()' CultureInfo.InvariantCulture))'                                               new Vector3(                                                   Convert.ToSingle(vals[3].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[4].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[5].Trim()' CultureInfo.InvariantCulture))'                                               new Vector2()                                               )                                  );
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildSkullGeometryBuffers,The following statement contains a magic number: vertices.Add(                                           new Basic32(                                               new Vector3(                                                   Convert.ToSingle(vals[0].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[1].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[2].Trim()' CultureInfo.InvariantCulture))'                                               new Vector3(                                                   Convert.ToSingle(vals[3].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[4].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[5].Trim()' CultureInfo.InvariantCulture))'                                               new Vector2()                                               )                                  );
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildSkullGeometryBuffers,The following statement contains a magic number: vertices.Add(                                           new Basic32(                                               new Vector3(                                                   Convert.ToSingle(vals[0].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[1].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[2].Trim()' CultureInfo.InvariantCulture))'                                               new Vector3(                                                   Convert.ToSingle(vals[3].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[4].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[5].Trim()' CultureInfo.InvariantCulture))'                                               new Vector2()                                               )                                  );
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildSkullGeometryBuffers,The following statement contains a magic number: vertices.Add(                                           new Basic32(                                               new Vector3(                                                   Convert.ToSingle(vals[0].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[1].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[2].Trim()' CultureInfo.InvariantCulture))'                                               new Vector3(                                                   Convert.ToSingle(vals[3].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[4].Trim()' CultureInfo.InvariantCulture)'                                                   Convert.ToSingle(vals[5].Trim()' CultureInfo.InvariantCulture))'                                               new Vector2()                                               )                                  );
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildSkullGeometryBuffers,The following statement contains a magic number: _skullIndexCount = 3 * tcount;
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildSkullGeometryBuffers,The following statement contains a magic number: indices.Add(Convert.ToInt32(m[2].Trim()));
Missing Default,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,SwitchMode,The following switch statement is missing a default case: switch (e.KeyCode) {                  case Keys.D0:                      _renderOptions = RenderOptions.Basic;                      break;                  case Keys.D1:                      _renderOptions = RenderOptions.NormalMap;                      break;                  case Keys.D2:                      _renderOptions = RenderOptions.DisplacementMap;                      break;              }
Missing Default,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following switch statement is missing a default case: switch (_renderOptions) {                  case RenderOptions.Basic:                      activeTech = Effects.BasicFX.Light3TexTech;                      ImmediateContext.InputAssembler.PrimitiveTopology = PrimitiveTopology.TriangleList;                      break;                  case RenderOptions.NormalMap:                      activeTech = Effects.NormalMapFX.Light3TexTech;                      ImmediateContext.InputAssembler.PrimitiveTopology = PrimitiveTopology.TriangleList;                      break;                  case RenderOptions.DisplacementMap:                      activeTech = Effects.DisplacementMapFX.Light3TexTech;                      ImmediateContext.InputAssembler.PrimitiveTopology = PrimitiveTopology.PatchListWith3ControlPoints;                      break;              }
Missing Default,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following switch statement is missing a default case: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Missing Default,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following switch statement is missing a default case: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.BasicFX.SetMaterial(_boxMat);                          Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.NormalMapFX.SetMaterial(_boxMat);                          Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.DisplacementMapFX.SetMaterial(_boxMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                  }
Missing Default,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following switch statement is missing a default case: switch (_renderOptions) {                          case RenderOptions.Basic:                              Effects.BasicFX.SetWorld(world);                              Effects.BasicFX.SetWorldInvTranspose(wit);                              Effects.BasicFX.SetWorldViewProj(wvp);                              Effects.BasicFX.SetTexTransform(Matrix.Scaling(1'2' 1));                              Effects.BasicFX.SetMaterial(_cylinderMat);                              Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                              break;                          case RenderOptions.NormalMap:                              Effects.NormalMapFX.SetWorld(world);                              Effects.NormalMapFX.SetWorldInvTranspose(wit);                              Effects.NormalMapFX.SetWorldViewProj(wvp);                              Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.NormalMapFX.SetMaterial(_cylinderMat);                              Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                          case RenderOptions.DisplacementMap:                              Effects.DisplacementMapFX.SetWorld(world);                              Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                              Effects.DisplacementMapFX.SetViewProj(viewProj);                              Effects.DisplacementMapFX.SetWorldViewProj(wvp);                              Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.DisplacementMapFX.SetMaterial(_cylinderMat);                              Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                      }
