Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllCLINICAL_HISTORY_DETAILRecords,The length of the statement  "            return message.GetAllRecords<CCI_I22_CLINICAL_HISTORY_DETAIL>("CLINICAL_HISTORY_DETAILRepetitionsUsed"' "GetCLINICAL_HISTORY_DETAIL"); " is 134.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProviderOrganizationCommunicationInformationRecords,The length of the statement  "            return message.GetAllRecords<XTN>("ProviderOrganizationCommunicationInformationRepetitionsUsed"' "GetProviderOrganizationCommunicationInformation"); " is 148.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddProviderOrganizationCommunicationInformation,The length of the statement  "            return message.GetProviderOrganizationCommunicationInformation(message.ProviderOrganizationCommunicationInformationRepetitionsUsed); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetParticipantTelecommunicationAddressRecords,The length of the statement  "            object[] result = message.GetRecords("ParticipantTelecommunicationAddressRepetitionsUsed"' "GetParticipantTelecommunicationAddress"); " is 133.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllParticipantTelecommunicationAddressRecords,The length of the statement  "            return message.GetAllRecords<XTN>("ParticipantTelecommunicationAddressRepetitionsUsed"' "GetParticipantTelecommunicationAddress"); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetNumberOfProductExperienceReportsFiledByFacilityRecords,The length of the statement  "            object[] result = message.GetRecords("NumberOfProductExperienceReportsFiledByFacilityRepetitionsUsed"' "GetNumberOfProductExperienceReportsFiledByFacility"); " is 157.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllNumberOfProductExperienceReportsFiledByFacilityRecords,The length of the statement  "            return message.GetAllRecords<NM>("NumberOfProductExperienceReportsFiledByFacilityRepetitionsUsed"' "GetNumberOfProductExperienceReportsFiledByFacility"); " is 153.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddNumberOfProductExperienceReportsFiledByFacility,The length of the statement  "            return message.GetNumberOfProductExperienceReportsFiledByFacility(message.NumberOfProductExperienceReportsFiledByFacilityRepetitionsUsed); " is 138.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetNumberOfProductExperienceReportsFiledByDistributorRecords,The length of the statement  "            object[] result = message.GetRecords("NumberOfProductExperienceReportsFiledByDistributorRepetitionsUsed"' "GetNumberOfProductExperienceReportsFiledByDistributor"); " is 163.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllNumberOfProductExperienceReportsFiledByDistributorRecords,The length of the statement  "            return message.GetAllRecords<NM>("NumberOfProductExperienceReportsFiledByDistributorRepetitionsUsed"' "GetNumberOfProductExperienceReportsFiledByDistributor"); " is 159.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddNumberOfProductExperienceReportsFiledByDistributor,The length of the statement  "            return message.GetNumberOfProductExperienceReportsFiledByDistributor(message.NumberOfProductExperienceReportsFiledByDistributorRepetitionsUsed); " is 144.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetSubstanceTreatmentRefusalReasonRecords,The length of the statement  "            object[] result = message.GetRecords("SubstanceTreatmentRefusalReasonRepetitionsUsed"' "GetSubstanceTreatmentRefusalReason"); " is 125.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllSubstanceTreatmentRefusalReasonRecords,The length of the statement  "            return message.GetAllRecords<CWE>("SubstanceTreatmentRefusalReasonRepetitionsUsed"' "GetSubstanceTreatmentRefusalReason"); " is 122.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPharmacyTreatmentSupplierSSpecialDispensingInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("PharmacyTreatmentSupplierSSpecialDispensingInstructionsRepetitionsUsed"' "GetPharmacyTreatmentSupplierSSpecialDispensingInstructions"); " is 173.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPharmacyTreatmentSupplierSSpecialDispensingInstructionsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PharmacyTreatmentSupplierSSpecialDispensingInstructionsRepetitionsUsed"' "GetPharmacyTreatmentSupplierSSpecialDispensingInstructions"); " is 170.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddPharmacyTreatmentSupplierSSpecialDispensingInstructions,The length of the statement  "            return message.GetPharmacyTreatmentSupplierSSpecialDispensingInstructions(message.PharmacyTreatmentSupplierSSpecialDispensingInstructionsRepetitionsUsed); " is 154.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProviderSAdministrationInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("ProviderSAdministrationInstructionsRepetitionsUsed"' "GetProviderSAdministrationInstructions"); " is 133.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProviderSAdministrationInstructionsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("ProviderSAdministrationInstructionsRepetitionsUsed"' "GetProviderSAdministrationInstructions"); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPharmacistTreatmentSupplierSVerifierIDRecords,The length of the statement  "            object[] result = message.GetRecords("PharmacistTreatmentSupplierSVerifierIDRepetitionsUsed"' "GetPharmacistTreatmentSupplierSVerifierID"); " is 139.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPharmacistTreatmentSupplierSVerifierIDRecords,The length of the statement  "            return message.GetAllRecords<XCN>("PharmacistTreatmentSupplierSVerifierIDRepetitionsUsed"' "GetPharmacistTreatmentSupplierSVerifierID"); " is 136.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddPharmacistTreatmentSupplierSVerifierID,The length of the statement  "            return message.GetPharmacistTreatmentSupplierSVerifierID(message.PharmacistTreatmentSupplierSVerifierIDRepetitionsUsed); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPharmacyTreatmentSupplierSSpecialDispensingInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("PharmacyTreatmentSupplierSSpecialDispensingInstructionsRepetitionsUsed"' "GetPharmacyTreatmentSupplierSSpecialDispensingInstructions"); " is 173.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPharmacyTreatmentSupplierSSpecialDispensingInstructionsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PharmacyTreatmentSupplierSSpecialDispensingInstructionsRepetitionsUsed"' "GetPharmacyTreatmentSupplierSSpecialDispensingInstructions"); " is 170.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddPharmacyTreatmentSupplierSSpecialDispensingInstructions,The length of the statement  "            return message.GetPharmacyTreatmentSupplierSSpecialDispensingInstructions(message.PharmacyTreatmentSupplierSSpecialDispensingInstructionsRepetitionsUsed); " is 154.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPharmaceuticalSubstanceAlternativeRecords,The length of the statement  "            object[] result = message.GetRecords("PharmaceuticalSubstanceAlternativeRepetitionsUsed"' "GetPharmaceuticalSubstanceAlternative"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPharmaceuticalSubstanceAlternativeRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PharmaceuticalSubstanceAlternativeRepetitionsUsed"' "GetPharmaceuticalSubstanceAlternative"); " is 128.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPharmacyTreatmentSupplierSSpecialAdministrationInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("PharmacyTreatmentSupplierSSpecialAdministrationInstructionsRepetitionsUsed"' "GetPharmacyTreatmentSupplierSSpecialAdministrationInstructions"); " is 181.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPharmacyTreatmentSupplierSSpecialAdministrationInstructionsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PharmacyTreatmentSupplierSSpecialAdministrationInstructionsRepetitionsUsed"' "GetPharmacyTreatmentSupplierSSpecialAdministrationInstructions"); " is 178.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddPharmacyTreatmentSupplierSSpecialAdministrationInstructions,The length of the statement  "            return message.GetPharmacyTreatmentSupplierSSpecialAdministrationInstructions(message.PharmacyTreatmentSupplierSSpecialAdministrationInstructionsRepetitionsUsed); " is 162.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProviderSPharmacyTreatmentInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("ProviderSPharmacyTreatmentInstructionsRepetitionsUsed"' "GetProviderSPharmacyTreatmentInstructions"); " is 139.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProviderSPharmacyTreatmentInstructionsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("ProviderSPharmacyTreatmentInstructionsRepetitionsUsed"' "GetProviderSPharmacyTreatmentInstructions"); " is 136.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddProviderSPharmacyTreatmentInstructions,The length of the statement  "            return message.GetProviderSPharmacyTreatmentInstructions(message.ProviderSPharmacyTreatmentInstructionsRepetitionsUsed); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProviderSAdministrationInstructionsRecords,The length of the statement  "            object[] result = message.GetRecords("ProviderSAdministrationInstructionsRepetitionsUsed"' "GetProviderSAdministrationInstructions"); " is 133.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProviderSAdministrationInstructionsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("ProviderSAdministrationInstructionsRepetitionsUsed"' "GetProviderSAdministrationInstructions"); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPharmacistTreatmentSupplierSVerifierIDRecords,The length of the statement  "            object[] result = message.GetRecords("PharmacistTreatmentSupplierSVerifierIDRepetitionsUsed"' "GetPharmacistTreatmentSupplierSVerifierID"); " is 139.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPharmacistTreatmentSupplierSVerifierIDRecords,The length of the statement  "            return message.GetAllRecords<XCN>("PharmacistTreatmentSupplierSVerifierIDRepetitionsUsed"' "GetPharmacistTreatmentSupplierSVerifierID"); " is 136.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddPharmacistTreatmentSupplierSVerifierID,The length of the statement  "            return message.GetPharmacistTreatmentSupplierSVerifierID(message.PharmacistTreatmentSupplierSVerifierIDRepetitionsUsed); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetGenericResourceTypeOrCategoryRecords,The length of the statement  "            object[] result = message.GetRecords("GenericResourceTypeOrCategoryRepetitionsUsed"' "GetGenericResourceTypeOrCategory"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPrimaryActivityProviderCodeNameRecords,The length of the statement  "            object[] result = message.GetRecords("PrimaryActivityProviderCodeNameRepetitionsUsed"' "GetPrimaryActivityProviderCodeName"); " is 125.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPrimaryActivityProviderCodeNameRecords,The length of the statement  "            return message.GetAllRecords<XCN>("PrimaryActivityProviderCodeNameRepetitionsUsed"' "GetPrimaryActivityProviderCodeName"); " is 122.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAssignedDocumentAuthenticatorRecords,The length of the statement  "            object[] result = message.GetRecords("AssignedDocumentAuthenticatorRepetitionsUsed"' "GetAssignedDocumentAuthenticator"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAuthenticationPersonTimeStampSetRecords,The length of the statement  "            object[] result = message.GetRecords("AuthenticationPersonTimeStampSetRepetitionsUsed"' "GetAuthenticationPersonTimeStampSet"); " is 127.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllAuthenticationPersonTimeStampSetRecords,The length of the statement  "            return message.GetAllRecords<PPN>("AuthenticationPersonTimeStampSetRepetitionsUsed"' "GetAuthenticationPersonTimeStampSet"); " is 124.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetDistributedCopiesCodeandNameofRecipientsRecords,The length of the statement  "            object[] result = message.GetRecords("DistributedCopiesCodeandNameofRecipientsRepetitionsUsed"' "GetDistributedCopiesCodeandNameofRecipients"); " is 143.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllDistributedCopiesCodeandNameofRecipientsRecords,The length of the statement  "            return message.GetAllRecords<XCN>("DistributedCopiesCodeandNameofRecipientsRepetitionsUsed"' "GetDistributedCopiesCodeandNameofRecipients"); " is 140.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddDistributedCopiesCodeandNameofRecipients,The length of the statement  "            return message.GetDistributedCopiesCodeandNameofRecipients(message.DistributedCopiesCodeandNameofRecipientsRepetitionsUsed); " is 124.
