Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,DrawOperationTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\DrawOperationTests.cs,Rectangle_Bounds_Are_Snapped_To_Pixels,The method has 11 parameters. Parameters: x' y' width' height' scaleX' scaleY' penThickness' expectedX' expectedY' expectedWidth' expectedHeight
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,CreateFormattedText,The method has 7 parameters. Parameters: text' typeface' fontSize' textAlignment' wrapping' constraint' spans
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,LoadBitmap,The method has 5 parameters. Parameters: format' data' size' dpi' stride
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockStreamGeometryContext,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,ArcTo,The method has 5 parameters. Parameters: point' size' rotationAngle' isLargeArc' sweepDirection
Long Statement,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Draw_Transparent_Layer_With_Correct_Opacity,The length of the statement  "            context.Verify(x => x.DrawImage(borderLayer' 0.5' It.IsAny<Rect>()' It.IsAny<Rect>()' BitmapInterpolationMode.Default)); " is 120.
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Removed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = border = new Border                      {                          Background = Brushes.Red'                          Child = decorator = new Decorator                          {                              Child = canvas = new Canvas                              {                                  Background = Brushes.AliceBlue'                              }                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Removed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = border = new Border                      {                          Background = Brushes.Red'                          Child = decorator = new Decorator                          {                              Child = canvas = new Canvas                              {                                  Background = Brushes.AliceBlue'                              }                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Removed,The following statement contains a magic number: Assert.Equal(new Rect(0' 0' 100' 100)' result.Layers.Single().Dirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Removed,The following statement contains a magic number: Assert.Equal(new Rect(0' 0' 100' 100)' result.Layers.Single().Dirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Moved,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = new StackPanel                      {                          Children =                          {                              (moveFrom = new Decorator                              {                                  Child = moveMe = new Canvas()'                              })'                              (moveTo = new Decorator())'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Moved,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = new StackPanel                      {                          Children =                          {                              (moveFrom = new Decorator                              {                                  Child = moveMe = new Canvas()'                              })'                              (moveTo = new Decorator())'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Made_Invisible,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Child = border = new Border                          {                              Background = Brushes.Red'                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Made_Invisible,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Child = border = new Border                          {                              Background = Brushes.Red'                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Made_Invisible,The following statement contains a magic number: Assert.Equal(new Rect(0' 0' 100' 100)' result.Layers.Single().Dirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_When_Control_Made_Invisible,The following statement contains a magic number: Assert.Equal(new Rect(0' 0' 100' 100)' result.Layers.Single().Dirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Not_Dispose_Active_VisualNode_When_Control_Reparented_And_Child_Made_Invisible,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = panel = new StackPanel                      {                          Children =                          {                              (border1 = new Border                              {                                  Background = Brushes.Red'                              })'                              (border2 = new Border                              {                                  Background = Brushes.Green'                              })'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Not_Dispose_Active_VisualNode_When_Control_Reparented_And_Child_Made_Invisible,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = panel = new StackPanel                      {                          Children =                          {                              (border1 = new Border                              {                                  Background = Brushes.Red'                              })'                              (border2 = new Border                              {                                  Background = Brushes.Green'                              })'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Not_Dispose_Active_VisualNode_When_Control_Reparented_And_Child_Made_Invisible,The following statement contains a magic number: Assert.Equal(2' panelNode.Children.Count);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              ClipToBounds = true'                              Margin = new Thickness(0' -5' 0' 0)'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              ClipToBounds = true'                              Margin = new Thickness(0' -5' 0' 0)'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              ClipToBounds = true'                              Margin = new Thickness(0' -5' 0' 0)'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              ClipToBounds = true'                              Margin = new Thickness(0' -5' 0' 0)'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: Assert.Equal(new Rect(0' 5' 100' 95)' borderNode.ClipBounds);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: Assert.Equal(new Rect(0' 5' 100' 95)' borderNode.ClipBounds);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: Assert.Equal(new Rect(0' 5' 100' 95)' borderNode.ClipBounds);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: border.Margin = new Thickness(0' -8' 0' 0);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: Assert.Equal(new Rect(0' 2' 100' 98)' borderNode.ClipBounds);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: Assert.Equal(new Rect(0' 2' 100' 98)' borderNode.ClipBounds);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_ClipBounds_For_Negative_Margin,The following statement contains a magic number: Assert.Equal(new Rect(0' 2' 100' 98)' borderNode.ClipBounds);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(Matrix.CreateTranslation(0' 10)' borderNode.Transform);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(Matrix.CreateTranslation(0' 10)' canvasNode.Transform);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: decorator.Margin = new Thickness(0' 20' 0' 0);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(Matrix.CreateTranslation(0' 20)' borderNode.Transform);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Should_Update_Descendent_Tranform_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(Matrix.CreateTranslation(0' 20)' canvasNode.Transform);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: var tree = new TestRoot                  {                      Width = 100'                      Height = 100'                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(Matrix.CreateTranslation(0' 10)' borderNode.Transform);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(Matrix.CreateTranslation(0' 10)' canvasNode.Transform);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: decorator.Margin = new Thickness(0' 20' 0' 0);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(new[] { new Rect(0' 10' 100' 90) }' rects);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(new[] { new Rect(0' 10' 100' 90) }' rects);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,DirtyRects_Should_Contain_Old_And_New_Bounds_When_Margin_Changed,The following statement contains a magic number: Assert.Equal(new[] { new Rect(0' 10' 100' 90) }' rects);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var tree = new TestRoot                  {                      Child = decorator = new Decorator                      {                          Margin = new Thickness(0' 10' 0' 0)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Child = canvas = new Canvas()'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var animation = new BehaviorSubject<double>(0.5);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: Assert.Equal(new Size(100' 100)' scene.Size);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: Assert.Equal(new Size(100' 100)' scene.Size);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: tree.ClientSize = new Size(110' 120);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: tree.ClientSize = new Size(110' 120);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: Assert.Equal(new Size(110' 120)' scene.Size);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: Assert.Equal(new Size(110' 120)' scene.Size);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var expected = new[]                  {                      new Rect(100' 0' 10' 100)'                      new Rect(0' 100' 110' 20)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var expected = new[]                  {                      new Rect(100' 0' 10' 100)'                      new Rect(0' 100' 110' 20)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var expected = new[]                  {                      new Rect(100' 0' 10' 100)'                      new Rect(0' 100' 110' 20)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var expected = new[]                  {                      new Rect(100' 0' 10' 100)'                      new Rect(0' 100' 110' 20)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var expected = new[]                  {                      new Rect(100' 0' 10' 100)'                      new Rect(0' 100' 110' 20)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Resizing_Scene_Should_Add_DirtyRects,The following statement contains a magic number: var expected = new[]                  {                      new Rect(100' 0' 10' 100)'                      new Rect(0' 100' 110' 20)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Setting_Opacity_Should_Add_Descendent_Bounds_To_DirtyRects,The following statement contains a magic number: var tree = new TestRoot                  {                      Child = decorator = new Decorator                      {                          Child = border = new Border                          {                              Background = Brushes.Red'                              Width = 100'                              Height = 100'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Setting_Opacity_Should_Add_Descendent_Bounds_To_DirtyRects,The following statement contains a magic number: var tree = new TestRoot                  {                      Child = decorator = new Decorator                      {                          Child = border = new Border                          {                              Background = Brushes.Red'                              Width = 100'                              Height = 100'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Setting_Opacity_Should_Add_Descendent_Bounds_To_DirtyRects,The following statement contains a magic number: decorator.Opacity = 0.5;
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Setting_Opacity_Should_Add_Descendent_Bounds_To_DirtyRects,The following statement contains a magic number: Assert.Equal(new Rect(0' 0' 100' 100)' dirty);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Setting_Opacity_Should_Add_Descendent_Bounds_To_DirtyRects,The following statement contains a magic number: Assert.Equal(new Rect(0' 0' 100' 100)' dirty);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Disposing_Scene_Releases_DrawOperation_References,The following statement contains a magic number: Assert.Equal(2' bitmap.RefCount);
