Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,HandHistories.Parser.UnitTests.Parsers.HandSummaryParserTests.GeneralHandTests,HandParserGeneralHandTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandSummaryParserTests\GeneralHandTests\HandParserGeneralHandTests.cs,HandParserGeneralHandTests,The method has 8 parameters. Parameters: site' expectedHandId' expectedDateOfHand' expectedDealerButtonPosition' expectedNumberOfPlayers' expectedRake' expectedPotSize' handFile
Long Parameter List,HandHistories.Parser.UnitTests.Utils.AllInActionHelperTests,AllInActionHelperTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Utils\AllInActionHelperTests\AllInActionHelperTests.AllInActionType.cs,TestAllInActionHelper,The method has 5 parameters. Parameters: playerName' amount' street' actions' expectedAllInActionType
Long Identifier,HandHistories.Parser.UnitTests.Parsers.PerformanceTest,HandParserPerformanceTest,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\PerformanceTests\HandParserPerformanceTests.cs,Performance_Parse1000Hands,The length of the parameter ExecutionTimeLessThanFiveSeconds is 32.
Long Statement,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_RaisesReachesCap_Works,The length of the statement  "                GetPokerStarsFastParser().ParseRegularActionLine(@"WANGZHEGL: raises $7.10 to $9.01 and has reached the $10 cap"' 9' Street.Preflop); " is 133.
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Straddle_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("L6U11C2K1Y3"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("rds44sdr"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("D3SISION"' HandActionType.POSTS' 0.50m' Street.Preflop)'                        new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("L6U11C2K1Y3"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("rds44sdr"' HandActionType.CALL' 0.25m' Street.Preflop)'                      new HandAction("D3SISION"' HandActionType.CHECK' 0m' Street.Preflop)'                        new HandAction("rds44sdr"' HandActionType.CHECK' 0m' Street.Flop)'                      new HandAction("D3SISION"' HandActionType.BET' 0.50m' Street.Flop)'                      new HandAction("rds44sdr"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("D3SISION"' HandActionType.UNCALLED_BET' 0.50m' Street.Flop)'                      new WinningsAction("D3SISION"' HandActionType.WINS' 0.30m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Straddle_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("L6U11C2K1Y3"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("rds44sdr"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("D3SISION"' HandActionType.POSTS' 0.50m' Street.Preflop)'                        new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("L6U11C2K1Y3"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("rds44sdr"' HandActionType.CALL' 0.25m' Street.Preflop)'                      new HandAction("D3SISION"' HandActionType.CHECK' 0m' Street.Preflop)'                        new HandAction("rds44sdr"' HandActionType.CHECK' 0m' Street.Flop)'                      new HandAction("D3SISION"' HandActionType.BET' 0.50m' Street.Flop)'                      new HandAction("rds44sdr"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("D3SISION"' HandActionType.UNCALLED_BET' 0.50m' Street.Flop)'                      new WinningsAction("D3SISION"' HandActionType.WINS' 0.30m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Straddle_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("L6U11C2K1Y3"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("rds44sdr"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("D3SISION"' HandActionType.POSTS' 0.50m' Street.Preflop)'                        new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("L6U11C2K1Y3"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("rds44sdr"' HandActionType.CALL' 0.25m' Street.Preflop)'                      new HandAction("D3SISION"' HandActionType.CHECK' 0m' Street.Preflop)'                        new HandAction("rds44sdr"' HandActionType.CHECK' 0m' Street.Flop)'                      new HandAction("D3SISION"' HandActionType.BET' 0.50m' Street.Flop)'                      new HandAction("rds44sdr"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("D3SISION"' HandActionType.UNCALLED_BET' 0.50m' Street.Flop)'                      new WinningsAction("D3SISION"' HandActionType.WINS' 0.30m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,Posting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                  {                      new HandAction("bbone"' HandActionType.SMALL_BLIND' 0.10m' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.BIG_BLIND' 0.25m' Street.Preflop)'                      new HandAction("kenzielee"' HandActionType.POSTS' 0.25m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.RAISE' 0.25m' Street.Preflop)'                      new HandAction("Cellar door"' HandActionType.FOLD' 0m' Street.Preflop)'                      new HandAction("4ofakind7"' HandActionType.CALL' 0.50m' Street.Preflop)'                      new HandAction("Garzvorgh"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("bbone"' HandActionType.FOLD' 0' Street.Preflop)'                      new HandAction("ButtonSmasher"' HandActionType.FOLD' 0m' Street.Preflop)'                        new HandAction("kenzielee"' HandActionType.BET' 0.52m' Street.Flop)'                      new HandAction("4ofakind7"' HandActionType.FOLD' 0m' Street.Flop)'                      new HandAction("kenzielee"' HandActionType.UNCALLED_BET' 0.52m' Street.Flop)'                      new WinningsAction("kenzielee"' HandActionType.WINS' 0.54m' 0)                  };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,PostingDead_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("choptop"' HandActionType.SMALL_BLIND' 0.25m' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.BIG_BLIND' 0.50m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.POSTS' 0.75m' Street.Preflop)'                                            new HandAction("TheKunttzz"' HandActionType.CHECK' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.RAISE' 1.50m' Street.Preflop)'                                          new HandAction("Cellar door"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("ConverseX"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("choptop"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.FOLD' 0m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.UNCALLED_BET' 1m' Street.Preflop)'                                          new WinningsAction("tonyaces"' HandActionType.WINS' 1.5m' 0)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,PostingDead_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("choptop"' HandActionType.SMALL_BLIND' 0.25m' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.BIG_BLIND' 0.50m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.POSTS' 0.75m' Street.Preflop)'                                            new HandAction("TheKunttzz"' HandActionType.CHECK' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.RAISE' 1.50m' Street.Preflop)'                                          new HandAction("Cellar door"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("ConverseX"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("choptop"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.FOLD' 0m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.UNCALLED_BET' 1m' Street.Preflop)'                                          new WinningsAction("tonyaces"' HandActionType.WINS' 1.5m' 0)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,PostingDead_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("choptop"' HandActionType.SMALL_BLIND' 0.25m' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.BIG_BLIND' 0.50m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.POSTS' 0.75m' Street.Preflop)'                                            new HandAction("TheKunttzz"' HandActionType.CHECK' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.RAISE' 1.50m' Street.Preflop)'                                          new HandAction("Cellar door"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("ConverseX"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("choptop"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.FOLD' 0m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.UNCALLED_BET' 1m' Street.Preflop)'                                          new WinningsAction("tonyaces"' HandActionType.WINS' 1.5m' 0)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,PostingDead_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("choptop"' HandActionType.SMALL_BLIND' 0.25m' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.BIG_BLIND' 0.50m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.POSTS' 0.75m' Street.Preflop)'                                            new HandAction("TheKunttzz"' HandActionType.CHECK' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.RAISE' 1.50m' Street.Preflop)'                                          new HandAction("Cellar door"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("ConverseX"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("choptop"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.FOLD' 0m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.UNCALLED_BET' 1m' Street.Preflop)'                                          new WinningsAction("tonyaces"' HandActionType.WINS' 1.5m' 0)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,PostingDead_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("choptop"' HandActionType.SMALL_BLIND' 0.25m' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.BIG_BLIND' 0.50m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.POSTS' 0.75m' Street.Preflop)'                                            new HandAction("TheKunttzz"' HandActionType.CHECK' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.RAISE' 1.50m' Street.Preflop)'                                          new HandAction("Cellar door"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("ConverseX"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("choptop"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("Venvellator"' HandActionType.FOLD' 0m' Street.Preflop)'                                          new HandAction("TheKunttzz"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("tonyaces"' HandActionType.UNCALLED_BET' 1m' Street.Preflop)'                                          new WinningsAction("tonyaces"' HandActionType.WINS' 1.5m' 0)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsWinningPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsWinningPoker.cs,StrangePlayerNames_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("do not-call"' HandActionType.SMALL_BLIND' 2m' Street.Preflop)'                                          new HandAction("OhGoodGolly"' HandActionType.BIG_BLIND' 4m' Street.Preflop)'                                            new HandAction("dont.do.it"' HandActionType.FOLD' 0' Street.Preflop)'                                          new HandAction("COMON-JOE-JUG"' HandActionType.RAISE' 14' Street.Preflop)'                                          new HandAction("do not-call"' HandActionType.CALL' 12m' Street.Preflop)'                                          new HandAction("OhGoodGolly"' HandActionType.CALL' 10' Street.Preflop)'                                            new HandAction("do not-call"' HandActionType.CHECK' 0' Street.Flop)'                                          new HandAction("OhGoodGolly"' HandActionType.CHECK' 0' Street.Flop)'                                          new HandAction("COMON-JOE-JUG"' HandActionType.BET' 39.75m' Street.Flop)'                                          new HandAction("do not-call"' HandActionType.FOLD' 0' Street.Flop)'                                          new HandAction("OhGoodGolly"' HandActionType.FOLD' 0' Street.Flop)'                                            new HandAction("COMON-JOE-JUG"' HandActionType.UNCALLED_BET' 39.75m' Street.Flop)'                                                            new WinningsAction("COMON-JOE-JUG"' HandActionType.WINS' 25.75m' 0)'                                      };
